Calories,Protein,Carbs,Fat,C_type_Beverage,C_type_Chinese,C_type_Dessert,C_type_French,C_type_Healthy Food,C_type_Indian,C_type_Italian,C_type_Japanese,C_type_Korean,C_type_Mexican,C_type_Nepalese,C_type_Snack,C_type_Spanish,C_type_Thai,C_type_Vietnames,Veg_Non_veg,all,almonds,and,baking,basil,bay,black,boneless,bread,brown,butter,capsicum,cardamom,carrot,castor,celery,cheese,chicken,chilli,chillies,chocolate,cilantro,cinnamon,cloves,coconut,coriander,corn,cream,crushed,cucumber,cumin,curd,curry,cut,dark,dried,dry,egg,eggs,essence,fish,flakes,flour,for,fresh,garam,garlic,ghee,ginger,green,ground,honey,into,juice,lamb,leaves,lemon,masala,milk,mint,mustard,of,oil,olive,onion,onions,or,parsley,paste,pepper,pieces,potato,powder,purpose,red,refined,rice,salt,sauce,seeds,sesame,soda,soy,stock,sugar,the,thyme,to,tomato,tomatoes,turmeric,vanilla,vegetable,vinegar,water,white,whole,wine,yellow,yogurt,happy,neutral,stressed,food_id
-0.240009402,-0.734965624,0.093870602,0.396955784,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0.762018329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647555455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32
-0.989918296,-0.734965624,-0.386598663,-0.745454574,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0.268950061,0.184089732,0,0,0,0,0,0,0.241484448,0,0,0,0,0,0,0,0,0,0.223712277,0.237112703,0.366257772,0,0.214018836,0,0,0.205540468,0,0.239263314,0,0,0,0,0,0,0,0,0,0,0,0.21709839,0,0.133372737,0,0,0.159255073,0,0,0,0,0,0.193412003,0,0,0,0,0,0,0.121251776,0,0.15727234,0,0,0,0,0,0,0,0.264926963,0,0,0,0,0.110646017,0,0.396012412,0,0,0,0,0,0,0,0,0,0,0.20825037,0,0,0,0,0,0,0,0,0,1,0,0,33
-1.439863632,-1.11885502,0.766527573,-2.078266659,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678441446,0,0,0,0,0,0,0,0,0,0,0,0,0.533485934,0,0,0,0,0,0,0,0,0.505084115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34
-1.289881854,-1.022882671,0.574339867,-1.316659753,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.360440893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443107894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676253808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465208067,1,0,0,35
-1.889808969,-1.11885502,0.382152161,-2.268668385,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478966937,0,0,0,0,0.256941387,0,0.302983759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233590463,0.370484536,0,0,0,0,0.381457188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524823547,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36
-0.539972959,-0.830937973,0.766527573,-0.745454574,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239504027,0,0.31065408,0,0,0,0,0.314570496,0,0,0,0,0.331494247,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419802469,0,0,0,0,0,0,0.445365919,0,0.512546502,0,0,1,0,0,37
-1.73982719,-1.022882671,-0.386598663,-1.887864932,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319936989,0,0,0.649516468,0,0,0,0,0,0,0,0,0.442820409,0,0,0,0.528846638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38
-0.389991181,-0.734965624,1.054809133,-0.9358563,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509241359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337770095,0,0,0,0,0.342028363,0,0.610080726,0.284488694,0,0,0,0,0.23763184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39
-1.439863632,-1.022882671,0.574339867,-1.887864932,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0.267364488,0,0,0,0,0,0,0,0,0.203300464,0,0,0,0,0,0,0,0,0,0.132984497,0.192906095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231295633,0,0,0,0.149259335,0,0.140451889,0.138864965,0,0,0,0,0,0.08805059,0.279304056,0,0.357509823,0,0,0,0.115647816,0.609901393,0,0.096192304,0,0,0,0,0.080348902,0,0,0,0,0,0.203300464,0,0,0,0,0,0.186337638,0,0,0,0,0,0.163733079,0,0,0,0,1,0,0,40
-0.689954738,-0.734965624,0.766527573,-1.316659753,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213633516,0.279154551,0,0,0,0,0,0.226730162,0,0,0,0,0.254477732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194717415,0.394344435,0,0,0,0,0,0.239461593,0,0,0,0,0,0,0.15012069,0.238097881,0.194717415,0,0,0,0,0,0,0,0.328003596,0,0.207779994,0,0,0.136989799,0,0,0,0,0,0,0,0,0,0,0,0.317693896,0.257832837,0,0,0,0.23543523,0,0,0,0,0,1,0,0,41
-0.989918296,-1.022882671,0.093870602,-0.745454574,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0.429111025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436673906,0,0,0,0,0,0,0,0,0,0,0,0.523143552,0,0,0,0,0,0,0,0,0,0,0.467469535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364654201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42
-0.839936517,-1.022882671,0.189964455,-0.555052848,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0.263912582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19435198,0.546605901,0,0,0,0,0,0,0,0,0,0.234782405,0,0,0.218432238,0,0,0,0,0,0.138502086,0,0,0,0.263912582,0,0.226176255,0,0,0,0.151308864,0,0,0,0,0,0,0,0,0,0,0,0.373301636,0,0,0,0,0,0,0,0,0,0.434427399,0,0,0,0,0,1,0,0,43
0.059954156,1.376426055,-1.828006459,0.587357511,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315590313,0,0,0,0,0,0,0.334937345,0,0,0,0,0.187963735,0,0.218802781,0,0,0,0,0,0,0,0.232128048,0,0,0,0,0.232128048,0.121967406,0,0.143823242,0.145636422,0,0,0,0,0,0.176872432,0.174874004,0.220833976,0,0,0,0,0,0,0,0,0,0,0.181073763,0,0,0,0.484543622,0,0.153471596,0.222934038,0,0.101184155,0,0,0,0,0,0,0,0,0,0,0,0,0.190441901,0,0,0,0,0.206190662,0,0,0,0,0,1,0,44
0.80986305,0.608647262,0.093870602,1.15856269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0.101416142,0.148166208,0,0,0,0,0,0,0,0,0.12324444,0.196694432,0.190118534,0.124213782,0,0,0,0.12324444,0,0.201773611,0,0,0.142950632,0,0.113233481,0.304196011,0.1318116,0,0,0,0.156493382,0,0,0,0,0,0,0.2636232,0,0,0.146951687,0.279678066,0.086642279,0,0,0,0,0,0,0.213103673,0.10534794,0,0,0,0,0,0.066798333,0,0.086642279,0,0.127282708,0,0,0.087734578,0,0,0.291899717,0,0.277363977,0,0,0.121911113,0,0.327248433,0,0,0,0,0.090020041,0.167228977,0,0.150080349,0.117084066,0,0.114726383,0,0,0,0,0,0,0,0,0,1,0,0,45
0.209935935,0.128785517,0.574339867,-0.364651121,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.290242199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190194869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302644442,0,0.240218534,0,0,0,0.181273787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129182103,0,0,0,0,0,0,0,0,0,0.141127097,0.290242199,0,0,0,0.117882688,0.427068601,0,0.286540419,0,0.279661989,0,0.348181692,0,0,0,0,0,0,0,0,0,0.202597112,0.240218534,0,0,0,0,1,0,0,46
1.559771944,0.608647262,1.535278398,1.15856269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.303039535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232175607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278345391,0,0,0,0,0,0.311177474,0,0,0.173459904,0,0.204542889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315391613,0,0.204542889,0,0,0,0,0.207121562,0,0,0.172277358,0,0,0,0,0,0.521333262,0,0.349787016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47
-0.389991181,0.416702564,0.093870602,-0.745454574,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0.474023193,0,0,0,0,0,0,0,0,0,0,0,0.373311142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262442087,0,0.385543177,0,0,0.265750695,0,0,0,0,0.560095924,0,0,0.184636227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48
1.259808386,0.416702564,1.054809133,0.587357511,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0.157383591,0,0,0,0.151864024,0,0,0,0,0,0,0,0.147518616,0,0,0,0,0,0,0,0.454215204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136151729,0,0,0,0,0,0,0,0,0,0,0,0,0.10366162,0,0.134456634,0,0,0,0,0.680758644,0,0,0,0,0.28695326,0.208415273,0,0.094594453,0.171349676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22183928,0,0,0,1,0,49
2.309680838,1.568370753,-1.828006459,2.491374774,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0.306519541,0,0,0,0,0,0.356902299,0.229629862,0,0,0,0,0,0,0,0,0,0.656272542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291471175,0,0,0,0.219950071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342475497,0,0,0,0,0,0,0,0,0,0,0,0.211234589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50
0.059954156,-0.926910322,0.574339867,0.396955784,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0.098633494,0,0.140641682,0,0.09517434,0,0,0,0,0,0.23972574,0.191297547,0,0,0,0,0,0,0,0,0.142330063,0,0.139028365,0,0,0,0,0,0,0,0,0.114669218,0,0,0,0,0.091162372,0.384584894,0.232638427,0,0.07145982,0,0,0.085327325,0,0,0,0,0,0,0,0,0,0,0,0,0.194896579,0.103038123,0.084264996,0,0,0.426990189,0,0.341309299,0,0,0,0,0.179835792,0,0,0.059283063,0.107386146,0,0,0,0,0,0,0,0.149999241,0,0.227743046,0,0,0,0.272004284,0,0,0,0.127042688,0,0.159735521,0,1,0,0,51
1.109826608,1.088509008,-0.386598663,0.587357511,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.298547968,0,0,0,0,0,0.347620436,0.223657939,0,0,0,0,0,0,0,0,0,0.319602518,0,0.281675528,0,0.298547968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500353241,0,0,0,0.243524533,0.139314103,0,0,0,0,0,0,0.205741067,0,0,0,0,0,0,0.313038557,0,0,0,0,0,0,0,0,0,0,1,52
-0.689954738,-1.022882671,0.093870602,-0.364651121,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0.446892542,0,0,0,0.431219668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323772981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268602051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66133248,0,1,0,53
0.509899492,0.800591961,-1.347537194,0.016152332,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0.149144291,0,0,0,0.143913683,0.724611082,0,0,0,0,0.181245356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258047906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129023953,0,0,0,0,0.135965384,0,0,0.089642271,0.162379227,0,0,0,0,0,0,0,0,0,0.172185805,0,0,0,0,0,0,0,0,0,0.483074055,0,1,0,0,54
1.259808386,0.416702564,1.054809133,0.587357511,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0.306029349,0,0,0,0,0.241782793,0,0,0,0,0,0.303450399,0,0,0,0,0,0,0,0.333385509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22346864,0,0,0.333385509,0,0.333385509,0,0,0,0,0,0,0,0,0,0.317164807,0,0,0,0,0.159251646,0,0,0,0,0,0,0,0,0,0.17397706,0,0,0.320180945,0,0,0,0.26006064,0,0,0,0,0.214613736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55
-0.389991181,-1.022882671,0.382152161,0.016152332,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234649918,0,0,0,0,0.304223866,0,0,0,0,0,0,0.279512222,0,0,0,0,0,0,0,0,0,0.690373882,0,0,0,0,0,0.181372119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314192165,0,0,0,0,0,0,0,0,0,0,0.150466302,0,0,0,0,0,0,0.222210795,0,0,0,0,0,0,0,0,0,0,0.306616647,0,0,0,0,0,1,0,56
0.059954156,1.088509008,-1.347537194,0.587357511,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0.166470308,0.243208564,0,0,0.160632063,0,0,0,0,0,0,0.161432796,0.156035767,0,0,0,0,0,0,0.165601425,0,0.193534865,0,0,0,0.249662444,0,0,0,0,0,0,0,0,0,0,0,0,0.196319672,0.229539859,0.24121498,0,0.142219637,0.1440126,0,0,0,0,0,0,0,0.436743429,0,0,0,0,0,0,0,0,0,0,0.537164463,0,0,0,0,0,0,0,0,0.200111937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57
0.80986305,1.376426055,-1.828006459,1.15856269,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507117905,0,0,0,0,0,0,0.229898234,0,0,0,0,0,0,0,0,0,0,0,0.522475634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507117905,0,0,0,0,0,0,0.100212183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229898234,0,0.204210001,0,0.235013766,0,0,1,0,0,58
0.359917713,1.088509008,-1.5397249,0.016152332,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0.399283604,0,0,0,0,0.183662906,0,0,0,0,0.131234865,0.171484374,0,0,0,0,0,0.139280122,0.20203847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258811186,0.363947209,0,0.193055945,0.101437689,0,0.119614721,0.121122705,0.189090983,0,0,0,0,0,0,0.367325812,0,0,0,0,0.092218996,0,0,0.187217355,0.175721205,0,0,0,0,0.216048245,0.100746148,0,0.255278103,0.185409483,0,0.084152703,0,0,0,0,0,0,0.12427792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59
-0.839936517,-0.830937973,-1.155349488,0.587357511,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0.399283604,0,0,0,0,0.183662906,0,0,0,0,0.131234865,0.171484374,0,0,0,0,0,0.139280122,0.20203847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258811186,0.363947209,0,0.193055945,0.101437689,0,0.119614721,0.121122705,0.189090983,0,0,0,0,0,0,0.367325812,0,0,0,0,0.092218996,0,0,0.187217355,0.175721205,0,0,0,0,0.216048245,0.100746148,0,0.255278103,0.185409483,0,0.084152703,0,0,0,0,0,0,0.12427792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60
-0.389991181,-0.543020926,0.093870602,-0.364651121,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0.299846677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220814768,0.62103126,0,0,0,0,0,0,0,0,0,0.266750163,0,0,0.248173772,0,0,0,0,0,0.157360403,0,0,0,0,0,0,0,0,0,0.171910941,0,0,0,0,0,0,0,0,0,0,0,0.212065023,0,0,0,0,0,0,0,0,0,0.493578636,0,0,0,0,0,0,0,1,61
-0.989918296,-1.022882671,0.574339867,-0.745454574,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0.270156039,0,0,0,0,0,0,0,0,0,0,0,0.277253868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198949822,0.559537117,0.253851302,0,0,0,0,0.186215603,0,0,0,0,0,0,0,0,0,0,0,0,0.14177867,0,0,0,0,0,0,0,0,0,0.309776845,0,0,0,0.226155011,0.129377447,0,0.463053947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,62
-0.839936517,-0.926910322,0.382152161,-0.555052848,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0.285388126,0,0,0,0,0,0,0,0.31354141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350883115,0,0,0,0,0,0,0,0.210167121,0.591085248,0,0,0,0.31354141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301122821,0,0.136672077,0,0,0,0,0,0,0.201839287,0,0,0,0,0,0,0,0,0,0.234889183,0,0,0,0,0,0,0,1,63
-0.539972959,-1.022882671,0.574339867,0.016152332,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358678526,0,0,0,0,0,0,0.604834388,0.366659586,0,0,0,0,0,0.401395908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276489784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283209544,0,0,0,0,0,0.230895874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64
-1.439863632,-1.214827369,1.054809133,-2.268668385,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0.54292618,0,0.258053147,0,0,0,0,0,0,0.27522265,0.219927624,0,0,0,0,0,0,0,0,0,0.261151035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167267176,0.235215576,0,0,0.131116403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119200498,0,0,0,0,0.261151035,0,0.313121749,0,0,0.13022253,0,0,0.239656725,0,0.217548325,0,0,0,0,0,0,0,0,0,0,0.208934539,0,0,0,0,0,0,0,0,0,0,0,1,0,0,66
-0.240009402,-0.351076228,-0.386598663,0.587357511,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0.193315918,0,0,0,0,0,0,0,0,0.147375531,0,0.383373639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430565195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14116308,0,0,0,0,0.210596553,0,0.132127628,0,0,0,0,0,0,0,0,0.487019359,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21979941,0,0,0.202255351,0,0,0,0,0,0,0,0,0.406708556,0,0,0,0,0,0,0,0,0,0,0.18706504,0,0,0,0,1,0,0,67
0.059954156,-0.830937973,0.093870602,0.587357511,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564807611,0,0,0.509797517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648921301,1,0,0,68
-0.989918296,-1.11885502,1.343090692,-2.078266659,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.550250054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293892995,0,0,0,0,0,0,0,0,0,0.364914546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173845731,0,0,0.207582263,0,0,0,0.267913321,0,0,0.249255928,0,0,0,0,0,0.15804657,0.250668667,0.204997854,0,0,0,0,0.207582263,0,0,0,0,0,0,0,0.144222411,0,0,0,0,0,0,0,0,0,0,0.277023903,0,0,0,0,0,0,0,0,0,0,0,1,0,0,69
